z,vel
1090.6,1681.8390129619686
1091.6,1682.024256573938
1092.6,1682.2069037110225
1093.6,1682.3849841566037
1094.5,1682.5322250878573
1095.6,1682.6270523983271
1096.6,1682.6730868267102
1097.5,1682.782433935552
1098.6,1682.8002903727738
1099.6,1682.8950500978142
1100.6,1683.0240890771015
1101.6,1683.1534704670294
1102.7,1683.3114181590774
1103.6,1683.4346406539426
1104.6,1683.5832822323214
1105.6,1683.695165107926
1106.6,1683.8428811335968
1107.6,1683.9986283628482
1108.6,1684.1306566922465
1109.6,1684.2815172180538
1110.6,1684.4424226034062
1111.6,1684.62296025923
1112.6,1684.8206229402413
1113.6,1685.0150167341683
1114.6,1685.1990914195808
1115.6,1685.3759994162053
1116.6,1685.5467696555324
1117.6,1685.7224779083408
1118.6,1685.8946457069724
1119.6,1686.063969400134
1120.6,1686.2308889908686
1121.6,1686.39485828547
1122.6,1686.5622661941245
1123.6,1686.7437286377783
1124.6,1686.9124595964922
1125.6,1687.0766017970095
1126.6,1687.242064982857
1127.6,1687.4128967334693
1128.7,1687.692012007353
1129.6,1687.921345025325
1130.6,1688.1148912603635
1131.6,1688.3012651131546
1132.6,1688.4842548750605
1133.6,1688.6785450059972
1134.6,1688.8592752510835
1135.6,1689.0412390428705
1136.6,1689.2193173924331
1137.5,1689.3789465693026
1138.6,1689.5788889487787
1139.6,1689.7760155750157
1140.6,1689.9799458089715
1141.6,1690.1728741259997
1142.7,1690.3993607939883
1143.7,1690.6369846230039
1144.5,1690.7630716897204
1145.6,1691.022708412737
1146.6,1691.2924638004274
1147.6,1691.4541163217852
1148.6,1691.6070439579219
1149.6,1691.7910613342158
1150.6,1691.9534946428912
1151.6,1692.1011972247736
1152.6,1692.2271487487087
1153.6,1692.303639197932
1154.6,1692.3489189340014
1155.6,1692.4567318920117
1156.6,1692.5959018883582
1157.6,1692.7356935734442
1158.6,1692.8645108853511
1159.6,1693.0199249179284
1160.5,1693.163819699227
1161.6,1693.3497409783263
1162.6,1693.5134531453496
1163.6,1693.6875012823714
1164.6,1693.8497443017295
1165.6,1694.0164746958458
1166.6,1694.190038161133
1167.6,1694.3647987335105
1168.6,1694.5527399037421
1169.6,1694.751135471396
1170.6,1694.9599804829577
1171.6,1695.2137933687825
1172.6,1695.4189291034895
1173.6,1695.6583871071698
1174.6,1695.9679438559729
1175.7,1696.2285967828582
1176.6,1696.4600091895409
1177.6,1696.748228899733
1178.6,1697.166227738514
1179.6,1697.46041984267
1180.6,1697.6186280092104
1181.6,1697.7859214713694
1182.6,1698.2728755555615
1183.6,1698.59914130973
1184.7,1698.8187798345775
1185.6,1699.001462544802
1186.7,1699.5865847015782
1187.6,1699.9454913123006
1188.6,1700.1129139327707
1189.6,1700.2997170839635
1190.6,1700.4866664246092
1191.6,1700.6775372593945
1192.6,1700.8569151011795
1193.6,1701.027931811821
1194.6,1701.1951416860215
1195.6,1701.3703264376438
1196.7,1701.5618291095018
1197.6,1701.721872322431
1198.6,1701.895550308772
1199.6,1702.0660954234445
1200.6,1702.2321690157669
1201.6,1702.40131966697
1202.6,1702.5707569651893
1203.6,1702.7404807056648
1204.7,1702.9354755350205
1205.6,1703.112299712099
1206.6,1703.3060850223624
1207.6,1703.4769443817672
1208.6,1703.6485843702308
1209.7,1703.852145744261
1210.6,1703.9991210613662
1211.6,1704.161823132496
1212.6,1704.339363270879
1213.6,1704.5292118813682
1214.6,1704.6895194887209
1215.6,1704.8407247330078
1216.7,1704.9919574664912
1217.6,1705.0930538426906
1218.6,1705.2481083704279
1219.6,1705.416185003504
1220.6,1705.5698093335254
1221.6,1705.7004509846108
1222.6,1705.8594225210227
1223.6,1706.0163996284214
1224.6,1706.1726994446208
1225.6,1706.3307135560844
1226.6,1706.470372975329
1227.6,1706.619620720747
1228.6,1706.7716137188152
1229.6,1706.9331541381162
1230.7,1707.105038554091
1231.6,1707.2350365817665
1232.6,1707.3750198435005
1233.6,1707.5187951946173
1234.6,1707.629550414563
1235.6,1707.7775159534253
1236.6,1707.8623777912771
1237.6,1707.8335463214735
1238.6,1707.8622002469197
1239.6,1707.7922736878763
1240.6,1707.8358220898233
1241.6,1707.9686831201116
1242.6,1708.025261207637
1243.6,1708.148405718801
1244.7,1708.2687807651662
1245.6,1708.414809185631
1246.6,1708.589002140314
1247.6,1708.7671188952347
1248.6,1708.9708479738758
1249.6,1709.1754285429515
1250.6,1709.357541048721
1251.6,1709.5465753390522
1252.6,1709.7512212857432
1253.6,1709.930590006836
1254.6,1710.0781288189369
1255.6,1710.2534522359015
1256.6,1710.4276562831838
1257.6,1710.598733271136
1258.7,1710.813563350592
1259.6,1710.988508869796
1260.6,1711.1631062276426
1261.6,1711.3371009784303
1262.6,1711.5106476838341
1263.6,1711.679267923639
1264.6,1711.8438673307935
1265.6,1712.011226703371
1266.6,1712.1744584622995
1267.6,1712.3288254009863
1268.6,1712.470241910615
1269.6,1712.622905177914
1270.7,1712.8041482677465
1271.6,1712.9177766992898
1272.6,1713.0601674522604
1273.7,1713.2518841014396
1274.5,1713.3770490679185
1275.6,1713.5667254553732
1276.6,1713.7584886861391
1277.6,1713.9341828521353
1278.6,1714.1503999585482
1279.6,1714.441617148194
1280.6,1714.5483294929631
1281.6,1714.7022425940672
1282.6,1714.8659277990882
1283.6,1715.032136885516
1284.6,1715.056399217178
1285.6,1714.9333596726758
1286.6,1715.0506697290073
1287.6,1715.1761616344654
1288.6,1715.3360659995394
1289.6,1715.505521840073
1290.6,1715.680872910716
1291.6,1715.8607303114686
1292.7,1716.056035436783
1293.6,1716.2032442304082
1294.6,1716.3699290016202
1295.6,1716.551239464499
1296.6,1716.7250575368137
1297.6,1716.9144833241958
1298.6,1717.1436515917424
1299.6,1717.2748819277167
1300.6,1717.3666540768854
1301.6,1717.5088820597216
1302.6,1717.6972365416516
1303.6,1717.8874024485938
1304.6,1718.0465512233914
1305.6,1718.1837068258355
1306.6,1718.3545799948656
1307.6,1718.5238596453078
1308.7,1718.7053856004309
1309.6,1718.8592967592037
1310.6,1719.0332074923901
1311.6,1719.2010430313246
1312.6,1719.4613277406618
1313.6,1719.7289107759664
1314.7,1719.9271929786485
1315.7,1720.1055137657306
1316.6,1720.2778590612256
1317.6,1720.4785672766316
1318.6,1720.6475316041053
1319.6,1720.6458844394845
1320.6,1720.731658947777
1321.6,1720.8107496838393
1322.6,1720.8408572569663
1323.6,1720.942740119539
1324.6,1721.0852951777997
1325.7,1721.2976275922758
1326.6,1721.4746319004455
1327.6,1721.506360805613
1328.6,1721.5917779911163
1329.6,1721.7498759817906
1330.6,1721.920597854104
1331.6,1722.0860419467188
1332.6,1722.2352538752486
1333.6,1722.3098495707557
1334.6,1722.4404033532508
1335.6,1722.5288511642464
1336.6,1722.6382587612084
1337.6,1722.7916847126398
1338.6,1722.957834882742
1339.7,1723.1201854248286
1340.6,1723.2707132266864
1341.6,1723.4400517472136
1342.6,1723.6189645501818
1343.6,1723.8121125643179
1344.6,1724.0124372118412
1345.7,1724.2100776852326
1346.6,1724.3593726734393
1347.6,1724.5840936708041
1348.6,1724.7890067806634
1349.6,1724.9641798096297
1350.6,1725.1471804508274
1351.6,1725.3401156405916
1352.6,1725.5297692428724
1353.6,1725.7096160458652
1354.6,1725.8808069595498
1355.6,1726.0509006098125
1356.6,1726.2080308727866
1357.6,1726.367818430387
1358.6,1726.5284543085565
1359.6,1726.6905861809164
1360.6,1726.8489159384073
1361.6,1726.995164667303
1362.6,1727.1255485468935
1363.6,1727.2852410566275
1364.6,1727.4509113640709
1365.7,1727.6342228854162
1366.6,1727.761769736218
1367.6,1727.9072955565616
1368.6,1728.0479971254088
1369.6,1728.2079483861453
1370.6,1728.3505059583595
1371.6,1728.4804196738253
1372.6,1728.6465511086312
1373.6,1728.8042581029354
1374.6,1728.9601409507516
1375.6,1729.135590801993
1376.6,1729.3181860454056
1377.6,1729.513127322787
1378.6,1729.7327789690485
1379.6,1729.9394084575974
1380.6,1730.1958656492998
1381.6,1730.3924941715845
1382.6,1730.5757010903696
1383.5,1730.7525287132062
1384.6,1730.9898257432822
1385.6,1731.171964585412
1386.6,1731.3709651196523
1387.6,1731.5753108190331
1388.6,1731.7064328070965
1389.6,1731.8382620548575
1390.6,1732.0839158087172
1391.6,1732.2805893938882
1392.6,1732.4431342771998
1393.6,1732.5686509001005
1394.6,1732.3480144059467
1395.6,1732.3248044011013
1396.6,1732.469901525893
1397.7,1732.6325381712552
1398.6,1732.7710670890378
1399.6,1732.9217227562222
1400.6,1733.0515218830087
1401.6,1733.1685405852431
1402.6,1733.2230054827999
1403.6,1733.0938360256227
1404.6,1733.1938550338778
1405.6,1733.303910104861
1406.6,1733.4133227862305
1407.7,1733.2066675824706
1408.6,1733.1590814663282
1409.6,1733.3098524389868
1410.6,1733.456696685488
1411.6,1733.6118255848555
1412.6,1733.7762548150647
1413.6,1733.9556512083009
1414.6,1734.0663655224016
1415.6,1734.2478691788629
1416.6,1734.3820786127762
1417.6,1734.5368348912689
1418.7,1734.6910269103219
1419.6,1734.814868287205
1420.6,1734.9629464432774
1421.6,1735.1355391144893
1422.6,1735.3066704936734
1423.6,1735.4533637231264
1424.6,1735.574981563202
1425.6,1735.6394600466435
1426.6,1735.759076732427
1427.7,1735.9170078959974
1428.7,1736.0475499667455
1429.6,1736.1863774420653
1430.5,1736.2945393194614
1431.6,1736.4886188869234
1432.6,1736.6741650084032
1433.6,1736.9372654601639
1434.6,1737.2586563596235
1435.6,1737.464317497055
1436.6,1737.6585724882998
1437.6,1737.8614598975776
1438.6,1738.0163323558088
1439.6,1738.1654363162581
1440.6,1738.3234176859555
1441.6,1738.511713423468
1442.7,1738.714237165419
1443.6,1738.883636723205
1444.6,1739.064609995688
1445.6,1739.1950413375007
1446.6,1739.3521091229402
1447.6,1739.543801013239
1448.6,1739.6369833271242
1449.6,1739.7330591600987
1450.6,1739.856726294232
1451.6,1740.0306855795213
1452.6,1740.2172531442563
1453.6,1740.3208036584795
1454.6,1740.3917146205642
1455.5,1740.4461206149076
1456.5,1740.4817499359406
1457.6,1740.525906125143
1458.6,1740.6486556583527
1459.6,1740.7652597922117
1460.7,1740.9040804514448
1461.6,1741.0477043437863
1462.6,1741.2228122075644
1463.6,1741.5233173795011
1464.6,1741.7350389621452
1465.6,1741.9314540539433
1466.6,1742.1142131076208
1467.6,1742.2922611580798
1468.6,1742.4214877625182
1469.6,1742.5615092264804
1470.6,1742.7320195886207
1471.6,1742.9314714920386
1472.6,1743.0976350054627
1473.6,1743.2542286364985
1474.6,1743.4368969381037
1475.6,1743.5912116301663
1476.6,1743.7151686046927
1477.7,1743.8258994232494
1478.6,1743.837436207736
1479.6,1743.709862013741
1480.6,1743.6874764040797
1481.6,1743.787048472874
1482.6,1743.8285605158942
1483.6,1743.9324485508816
1484.6,1744.015971725574
1485.6,1744.1056291446841
1486.6,1744.1686658676238
1487.6,1744.332767581286
1488.6,1744.4776673250626
1489.6,1744.5204833945204
1490.6,1744.5845963586169
1491.6,1744.630654225618
1492.6,1744.570193376693
1493.6,1744.7010879579175
1494.7,1744.8153113342555
1495.6,1744.9404065426459
1496.6,1745.088384409361
1497.6,1745.2157465962014
1498.6,1745.2986579462768
1499.6,1745.2958762467374
1500.6,1745.4341659615957
1501.6,1745.5896039425052
1502.5,1745.7263579849619
1503.6,1745.890556170827
1504.7,1746.0606926124958
1505.6,1746.1952657456702
1506.5,1746.350152753597
1507.6,1746.52589637068
1508.6,1746.691241020362
1509.6,1746.84910812428
1510.6,1747.0160613572239
1511.6,1747.1547138212109
1512.6,1747.266771722277
1513.7,1747.4095884356134
1514.6,1747.5344075413113
1515.6,1747.682205613445
1516.6,1747.8335452727183
1517.7,1748.0192165271183
1518.6,1748.170703968271
1519.6,1748.329611772274
1520.6,1748.4631521082288
1521.5,1748.6058333097865
1522.6,1748.771545137549
1523.6,1748.8916998268232
1524.6,1748.96052287123
1525.7,1748.9392626469855
1526.6,1749.028051364026
1527.6,1749.08840183294
1528.6,1749.1161368854796
1529.6,1749.1910762305542
1530.6,1749.2711023167053
1531.6,1749.397869433275
1532.7,1749.5328392190472
1533.6,1749.6616838012055
1534.6,1749.7925957920083
1535.6,1749.8617535239978
1536.6,1750.0056805103502
1537.6,1750.122487650192
1538.6,1750.194909201575
1539.7,1750.299394209032
1540.6,1750.3356523312914
1541.6,1750.4136947866755
1542.6,1750.5328138670775
1543.6,1750.6665619313335
1544.6,1750.730830140309
1545.6,1750.7557178721756
1546.7,1750.8674567911758
1547.6,1750.9706034028839
1548.6,1751.114676652426
1549.6,1751.2604210463508
1550.6,1751.4104214595604
1551.7,1751.5934428837213
1552.6,1751.7407142866118
1553.6,1751.882172890762
1554.6,1752.0064433121129
1555.6,1752.1460949906243
1556.7,1752.3345525887748
1557.7,1752.482435103994
1558.6,1752.5992719877877
1559.6,1752.7346350383411
1560.6,1752.889850120381
1561.6,1753.024739890955
1562.6,1753.1478028727258
1563.6,1753.281018330508
1564.6,1753.4561322520467
1565.7,1753.6059539745295
1566.6,1753.7396881339362
1567.6,1753.8630105100067
1568.6,1753.9274664772363
1569.6,1754.0667485921606
1570.6,1754.1842698104385
1571.6,1754.3060795286476
1572.6,1754.4610071625557
1573.6,1754.6163993503046
1574.6,1754.7712368083396
1575.6,1754.9001931801015
1576.6,1755.0046053810374
1577.5,1755.0137066293005
1578.6,1755.1527248545956
1579.6,1755.3003901234472
1580.7,1755.4567346751073
1581.6,1755.577699722605
1582.6,1755.6623141288328
1583.6,1755.7192198748464
1584.6,1755.8409807433918
1585.6,1755.912362791912
1586.6,1755.9556096036458
1587.6,1755.9913335066717
1588.6,1755.9940532087335
1589.6,1756.0324976384327
1590.6,1756.1838557863127
1591.6,1756.3687328256801
1592.6,1756.5360451161566
1593.7,1756.6913897264044
1594.6,1756.8204126677847
1595.6,1756.9807923696408
1596.6,1757.1038404888507
1597.6,1757.2444776107811
1598.7,1757.4110769911117
1599.7,1757.5300781876363
1600.6,1757.6700156424065
1601.6,1757.792784578539
1602.5,1757.816745612347
1603.7,1757.907798712576
1604.6,1758.0480027444644
1605.7,1758.229788925934
1606.6,1758.4067039994593
1607.6,1758.5890467378724
1608.6,1758.7198176225268
1609.7,1758.9060683985315
1610.6,1759.0771485181333
1611.6,1759.274027623304
1612.6,1759.4844637618091
1613.6,1759.6380984441312
1614.6,1759.8179356736025
1615.6,1759.993792971811
1616.6,1760.1652109307486
1617.6,1760.2899670488412
1618.6,1760.4285944874089
1619.6,1760.5950320652553
1620.6,1760.7498585268816
1621.7,1760.90508169256
1622.6,1760.9865884016313
1623.6,1761.125550032268
1624.6,1761.2927958674134
1625.6,1761.4499793258271
1626.6,1761.6087883590617
1627.6,1761.7432169525714
1628.6,1761.8472282619766
1629.6,1761.9523947431176
1630.6,1762.0291382394057
1631.6,1762.067554754124
1632.5,1761.9693572883054
1633.6,1762.0574162957664
1634.6,1762.2104650261156
1635.6,1762.362593076241
1636.6,1762.5088477816053
1637.6,1762.6554370729712
1638.6,1762.8070847983179
1639.6,1762.9699885206032
1640.6,1763.1246971433673
1641.6,1763.245762306323
1642.6,1763.3503304986252
1643.7,1763.447292403345
1644.6,1763.565841758961
1645.6,1763.7380896043237
1646.6,1763.9033414091546
1647.6,1764.0719897182726
1648.6,1764.242961693436
1649.6,1764.4056811390312
1650.6,1764.5453166480095
1651.6,1764.600379726171
1652.6,1764.689427600425
1653.6,1764.8610548412448
1654.6,1764.9828082185481
1655.6,1764.9646417144054
1656.6,1765.0632862988555
1657.6,1765.1145740042975
1658.6,1765.0530246003705
1659.6,1765.1011532577813
1660.6,1765.1952227595768
1661.6,1765.2716328855108
1662.6,1765.3384688194133
1663.6,1765.4052936831304
1664.6,1765.4492781154595
1665.7,1765.6014433558257
1666.6,1765.7503217731248
1667.6,1765.9240315508373
1668.6,1766.094000032104
1669.6,1766.2585961884529
1670.6,1766.4185139954195
1671.6,1766.5768290856772
1672.6,1766.7327218534042
1673.6,1766.905070559427
1674.6,1767.0787394001802
1675.6,1767.2497936611685
1676.7,1767.4377742414217
1677.6,1767.5857305176658
1678.6,1767.7512352138774
1679.6,1767.904420359478
1680.6,1768.0528047866176
1681.6,1768.131870663673
1682.6,1768.2127363935183
1683.6,1768.2875110854777
1684.7,1768.4215112672096
1685.6,1768.544243389765
1686.6,1768.6748658083625
1687.6,1768.8228491086927
1688.6,1768.9744645126448
1689.7,1769.1448209663884
1690.6,1769.2719547083857
1691.7,1769.310938008926
1692.5,1769.2483282714272
1693.6,1769.3722091163627
1694.6,1769.4763385375
1695.6,1769.624603754627
1696.6,1769.7460199609063
1697.6,1769.8591521092455
1698.6,1770.0043464896648
1699.6,1770.1599688241438
1700.6,1770.3238766287823
1701.6,1770.462506014777
1702.6,1770.6245410844006
1703.6,1770.7701368867317
1704.6,1770.8976562471664
1705.6,1771.0301317738938
1706.6,1771.1847782824034
1707.6,1771.2942038410804
1708.6,1771.4141755762034
1709.6,1771.5246732304986
1710.6,1771.6748273653043
1711.6,1771.8267047584266
1712.6,1771.984935683059
1713.6,1772.0963083548309
1714.6,1772.2453666342171
1715.5,1772.3574294367984
1716.6,1772.5203463452724
1717.6,1772.6492833055702
1718.6,1772.6221189840421
1719.6,1772.6311198737974
1720.7,1772.7947771516588
1721.6,1772.9231547538723
1722.6,1773.060789941954
1723.6,1773.186304120516
1724.7,1773.3367683850738
1725.6,1773.4294237220297
1726.6,1773.5627110817015
1727.7,1773.7256485243252
1728.6,1773.867350054262
1729.7,1774.0428459499685
1730.6,1774.1752050406403
1731.6,1774.3163389148506
1732.6,1774.4412243714378
1733.6,1774.5679145262754
1734.6,1774.6997960845429
1735.6,1774.8439498118225
1736.5,1774.982104268848
1737.6,1775.1526527971105
1738.6,1775.2622073686548
1739.6,1775.3338037008102
1740.7,1775.5021641691335
1741.6,1775.6472225766577
1742.6,1775.819078146037
1743.6,1775.982161735413
1744.6,1776.1494531888043
1745.6,1776.3211624179223
1746.6,1776.488342706879
1747.6,1776.6598250186337
1748.6,1776.830206420548
1749.6,1777.0013184930888
1750.6,1777.155290205626
1751.6,1777.3183459327963
1752.6,1777.4831581316446
1753.6,1777.6411939302477
1754.6,1777.7953106913308
1755.7,1777.9518346880282
1756.7,1778.0605875022927
1757.6,1778.1233602954635
1758.6,1778.263394575997
1759.6,1778.426352917095
1760.6,1778.5939611996137
1761.6,1778.7553534693425
1762.6,1778.9291694565723
1763.6,1779.0967441808111
1764.6,1779.2658240769142
